meeting_key,race_name,driver_number,driver_name,practice_1,practice_2,practice_3,sprint_quali,sprint_race,qualifying,race
1215,FORMULA 1 QATAR AIRWAYS HUNGARIAN GRAND PRIX 2023,30,Roberto FARIA,,,,,,,
1215,FORMULA 1 QATAR AIRWAYS HUNGARIAN GRAND PRIX 2023,1,Max VERSTAPPEN,19,11,2,,,2,1
1215,FORMULA 1 QATAR AIRWAYS HUNGARIAN GRAND PRIX 2023,10,Pierre GASLY,18,3,16,,,15,20
1215,FORMULA 1 QATAR AIRWAYS HUNGARIAN GRAND PRIX 2023,18,Lance STROLL,3,12,11,,,14,10
1215,FORMULA 1 QATAR AIRWAYS HUNGARIAN GRAND PRIX 2023,29,Sophia FLOERSCH,,,,,,,
1215,FORMULA 1 QATAR AIRWAYS HUNGARIAN GRAND PRIX 2023,15,Gabriele MINI,,,,,,,
1215,FORMULA 1 QATAR AIRWAYS HUNGARIAN GRAND PRIX 2023,6,Oliver GOETHE,,,,,,,
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,14,Fernando ALONSO,11,,,15,20,9,5
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,16,Charles LECLERC,4,,,4,5,2,3
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,63,George RUSSELL,13,,,10,8,8,6
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,23,Alexander ALBON,6,,,12,12,16,14
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,27,Nico HULKENBERG,10,,,20,17,20,18
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,24,ZHOU Guanyu,15,,,19,15,17,13
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,77,Valtteri BOTTAS,14,,,17,13,14,12
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,3,Daniel RICCIARDO,9,,,11,10,19,16
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,31,Esteban OCON,19,,,9,9,15,8
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,20,Kevin MAGNUSSEN,8,,,18,14,13,15
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,55,Carlos SAINZ,1,,,3,4,5,19
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,4,Lando NORRIS,3,,,5,6,7,7
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,2,Logan SARGEANT,16,,,13,16,18,17
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,81,Oscar PIASTRI,2,,,2,2,6,20
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,22,Yuki TSUNODA,7,,,16,18,11,10
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,11,Sergio PEREZ,5,,,8,19,3,2
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,44,Lewis HAMILTON,12,,,7,7,4,4
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,10,Pierre GASLY,18,,,6,3,12,11
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,18,Lance STROLL,17,,,14,11,10,9
1216,FORMULA 1 MSC CRUISES BELGIAN GRAND PRIX 2023,1,Max VERSTAPPEN,20,,,1,1,1,1
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,14,Fernando ALONSO,2,10,4,,,5,2
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,40,Liam LAWSON,,,18,,,20,13
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,16,Charles LECLERC,16,11,9,,,9,19
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,63,George RUSSELL,11,14,2,,,3,17
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,23,Alexander ALBON,5,3,6,,,4,8
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,27,Nico HULKENBERG,18,18,15,,,15,12
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,24,ZHOU Guanyu,17,15,19,,,16,18
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,77,Valtteri BOTTAS,15,9,8,,,19,15
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,3,Daniel RICCIARDO,13,20,,,,,
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,31,Esteban OCON,10,13,16,,,17,10
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,20,Kevin MAGNUSSEN,14,17,20,,,18,14
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,55,Carlos SAINZ,,16,12,,,6,5
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,39,Robert SHWARTZMAN,19,,,,,,
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,4,Lando NORRIS,6,1,10,,,2,7
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,2,Logan SARGEANT,7,12,14,,,10,20
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,81,Oscar PIASTRI,8,19,7,,,8,9
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,22,Yuki TSUNODA,9,5,13,,,14,16
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,11,Sergio PEREZ,4,7,3,,,7,4
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,44,Lewis HAMILTON,3,4,5,,,13,6
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,10,Pierre GASLY,12,6,11,,,12,3
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,18,Lance STROLL,20,8,17,,,11,11
1217,FORMULA 1 HEINEKEN DUTCH GRAND PRIX 2023,1,Max VERSTAPPEN,1,2,1,,,1,1
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,14,Fernando ALONSO,6,8,5,,,10,9
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,40,Liam LAWSON,13,18,12,,,12,11
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,16,Charles LECLERC,4,6,4,,,3,4
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,63,George RUSSELL,5,9,6,,,4,5
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,23,Alexander ALBON,10,7,9,,,6,7
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,27,Nico HULKENBERG,16,10,8,,,13,17
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,24,ZHOU Guanyu,20,19,19,,,16,14
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,77,Valtteri BOTTAS,15,12,16,,,14,10
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,31,Esteban OCON,17,15,18,,,18,19
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,20,Kevin MAGNUSSEN,19,11,7,,,19,18
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,55,Carlos SAINZ,2,1,1,,,1,3
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,4,Lando NORRIS,7,2,17,,,9,8
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,34,Felipe DRUGOVICH,18,,,,,,
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,2,Logan SARGEANT,12,16,15,,,15,13
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,81,Oscar PIASTRI,11,4,14,,,7,12
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,22,Yuki TSUNODA,9,14,13,,,11,20
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,11,Sergio PEREZ,3,3,10,,,5,2
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,44,Lewis HAMILTON,8,17,3,,,8,6
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,10,Pierre GASLY,14,13,20,,,17,15
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,18,Lance STROLL,,20,11,,,20,16
1218,FORMULA 1 PIRELLI GRAN PREMIO D’ITALIA 2023,1,Max VERSTAPPEN,1,5,2,,,2,1
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,14,Fernando ALONSO,8,4,13,,,7,15
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,40,Liam LAWSON,16,12,16,,,10,9
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,16,Charles LECLERC,1,2,5,,,3,4
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,63,George RUSSELL,6,3,2,,,2,16
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,23,Alexander ALBON,13,20,17,,,14,11
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,27,Nico HULKENBERG,17,11,9,,,9,13
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,24,ZHOU Guanyu,18,17,19,,,19,12
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,77,Valtteri BOTTAS,14,10,18,,,16,17
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,31,Esteban OCON,10,13,12,,,8,18
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,20,Kevin MAGNUSSEN,15,9,11,,,6,10
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,55,Carlos SAINZ,2,1,1,,,1,1
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,4,Lando NORRIS,4,6,3,,,4,2
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,2,Logan SARGEANT,20,19,20,,,18,14
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,81,Oscar PIASTRI,19,15,7,,,17,7
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,22,Yuki TSUNODA,9,16,10,,,15,19
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,11,Sergio PEREZ,7,7,8,,,13,8
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,44,Lewis HAMILTON,5,5,6,,,5,3
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,10,Pierre GASLY,12,18,15,,,12,6
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,18,Lance STROLL,11,14,14,,,20,
1219,FORMULA 1 SINGAPORE AIRLINES SINGAPORE GRAND PRIX 2023,1,Max VERSTAPPEN,3,8,4,,,11,5
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,14,Fernando ALONSO,6,6,9,,,10,8
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,40,Liam LAWSON,9,15,17,,,11,11
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,16,Charles LECLERC,4,2,5,,,4,4
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,63,George RUSSELL,13,5,8,,,8,7
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,23,Alexander ALBON,8,7,18,,,13,16
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,27,Nico HULKENBERG,14,13,15,,,18,14
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,24,ZHOU Guanyu,20,16,10,,,19,13
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,77,Valtteri BOTTAS,17,10,11,,,16,20
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,31,Esteban OCON,15,12,13,,,14,9
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,20,Kevin MAGNUSSEN,18,17,12,,,15,15
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,55,Carlos SAINZ,2,4,6,,,6,6
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,4,Lando NORRIS,3,3,2,,,3,2
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,2,Logan SARGEANT,19,20,16,,,20,17
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,81,Oscar PIASTRI,7,8,3,,,2,3
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,22,Yuki TSUNODA,5,18,14,,,9,12
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,11,Sergio PEREZ,11,9,4,,,5,19
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,44,Lewis HAMILTON,16,14,7,,,7,5
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,10,Pierre GASLY,12,19,20,,,12,10
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,18,Lance STROLL,10,11,19,,,17,18
1220,FORMULA 1 LENOVO JAPANESE GRAND PRIX 2023,1,Max VERSTAPPEN,1,1,1,,,1,1
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,14,Fernando ALONSO,2,,,9,9,5,6
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,40,Liam LAWSON,18,,,14,20,18,17
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,16,Charles LECLERC,7,,,6,7,6,5
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,63,George RUSSELL,12,,,4,4,2,4
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,23,Alexander ALBON,15,,,17,8,14,13
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,27,Nico HULKENBERG,10,,,7,16,15,16
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,24,ZHOU Guanyu,20,,,15,15,20,9
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,77,Valtteri BOTTAS,5,,,13,11,9,8
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,31,Esteban OCON,9,,,10,17,8,7
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,20,Kevin MAGNUSSEN,19,,,19,14,19,14
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,55,Carlos SAINZ,4,,,5,6,12,20
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,4,Lando NORRIS,1,,,2,3,10,3
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,2,Logan SARGEANT,16,,,20,19,16,18
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,81,Oscar PIASTRI,3,,,1,1,3,2
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,22,Yuki TSUNODA,11,,,18,12,11,15
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,11,Sergio PEREZ,13,,,8,18,13,10
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,44,Lewis HAMILTON,14,,,12,5,4,19
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,10,Pierre GASLY,8,,,11,10,7,12
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,18,Lance STROLL,17,,,16,13,17,11
1221,FORMULA 1 QATAR AIRWAYS QATAR GRAND PRIX 2023,1,Max VERSTAPPEN,6,,,3,2,1,1
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,14,Fernando ALONSO,18,,,12,13,17,18
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,16,Charles LECLERC,2,,,2,3,1,6
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,63,George RUSSELL,6,,,8,8,5,7
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,23,Alexander ALBON,7,,,9,9,18,11
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,27,Nico HULKENBERG,9,,,16,15,16,13
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,24,ZHOU Guanyu,16,,,15,17,12,15
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,77,Valtteri BOTTAS,17,,,18,16,13,14
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,3,Daniel RICCIARDO,14,,,11,12,15,17
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,31,Esteban OCON,12,,,13,11,8,20
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,20,Kevin MAGNUSSEN,5,,,17,18,14,16
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,55,Carlos SAINZ,8,,,6,6,4,4
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,4,Lando NORRIS,15,,,4,4,2,3
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,2,Logan SARGEANT,11,,,20,19,20,12
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,81,Oscar PIASTRI,19,,,5,10,10,19
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,22,Yuki TSUNODA,13,,,19,14,11,10
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,11,Sergio PEREZ,4,,,7,5,9,5
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,44,Lewis HAMILTON,3,,,3,2,3,2
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,10,Pierre GASLY,10,,,10,7,7,8
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,18,Lance STROLL,20,,,14,20,19,9
1222,FORMULA 1 LENOVO UNITED STATES GRAND PRIX 2023,1,Max VERSTAPPEN,1,,,1,1,6,1
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,42,Frederik VESTI,19,,,,,,
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,14,Fernando ALONSO,16,20,17,,,13,18
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,16,Charles LECLERC,5,3,13,,,1,3
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,63,George RUSSELL,,10,4,,,8,6
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,23,Alexander ALBON,2,14,2,,,14,9
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,27,Nico HULKENBERG,12,15,16,,,12,13
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,24,ZHOU Guanyu,13,13,12,,,10,15
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,77,Valtteri BOTTAS,,4,6,,,9,14
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,3,Daniel RICCIARDO,8,6,9,,,4,7
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,31,Esteban OCON,9,8,20,,,16,10
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,20,Kevin MAGNUSSEN,,19,19,,,17,19
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,55,Carlos SAINZ,7,11,15,,,2,4
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,61,Jack DOOHAN,18,,,,,,
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,4,Lando NORRIS,4,2,8,,,19,5
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,41,Isack HADJAR,17,,,,,,
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,2,Logan SARGEANT,14,17,11,,,20,16
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,81,Oscar PIASTRI,6,9,5,,,7,8
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,22,Yuki TSUNODA,,12,7,,,15,12
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,11,Sergio PEREZ,3,5,3,,,5,20
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,44,Lewis HAMILTON,11,7,10,,,6,2
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,98,Theo POURCHAIRE,20,,,,,,
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,10,Pierre GASLY,,16,18,,,11,11
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,50,Oliver BEARMAN,15,,,,,,
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,18,Lance STROLL,10,18,14,,,18,17
1223,FORMULA 1 GRAN PREMIO DE LA CIUDAD DE MÉXICO 2023,1,Max VERSTAPPEN,1,1,1,,,3,1
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,14,Fernando ALONSO,11,,,15,11,4,3
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,16,Charles LECLERC,2,,,7,5,2,18
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,63,George RUSSELL,3,,,4,4,6,15
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,23,Alexander ALBON,5,,,19,15,15,20
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,27,Nico HULKENBERG,4,,,12,18,11,12
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,24,ZHOU Guanyu,8,,,18,17,20,17
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,77,Valtteri BOTTAS,17,,,14,19,18,16
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,3,Daniel RICCIARDO,14,,,8,9,17,13
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,31,Esteban OCON,15,,,16,14,12,10
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,20,Kevin MAGNUSSEN,10,,,11,16,14,19
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,55,Carlos SAINZ,1,,,9,8,8,6
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,4,Lando NORRIS,19,,,1,2,7,2
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,2,Logan SARGEANT,9,,,20,20,19,11
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,81,Oscar PIASTRI,20,,,10,10,10,14
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,22,Yuki TSUNODA,13,,,6,6,16,9
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,11,Sergio PEREZ,18,,,3,3,9,4
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,44,Lewis HAMILTON,12,,,5,7,5,8
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,10,Pierre GASLY,7,,,13,13,13,7
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,18,Lance STROLL,6,,,17,12,3,5
1224,FORMULA 1 ROLEX GRANDE PRÊMIO DE SÃO PAULO 2023,1,Max VERSTAPPEN,16,,,2,1,1,1
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,14,Fernando ALONSO,19,3,7,,,10,9
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,16,Charles LECLERC,1,1,16,,,1,2
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,63,George RUSSELL,6,12,1,,,4,8
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,23,Alexander ALBON,18,10,6,,,6,12
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,27,Nico HULKENBERG,2,7,12,,,13,19
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,24,ZHOU Guanyu,14,18,15,,,18,15
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,77,Valtteri BOTTAS,10,5,9,,,8,17
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,3,Daniel RICCIARDO,13,19,20,,,15,14
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,31,Esteban OCON,5,16,14,,,17,4
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,20,Kevin MAGNUSSEN,3,13,10,,,9,13
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,55,Carlos SAINZ,7,2,17,,,2,6
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,4,Lando NORRIS,15,11,11,,,16,20
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,2,Logan SARGEANT,20,20,3,,,7,16
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,81,Oscar PIASTRI,17,14,2,,,19,10
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,22,Yuki TSUNODA,8,17,18,,,20,18
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,11,Sergio PEREZ,9,4,5,,,12,3
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,44,Lewis HAMILTON,12,9,8,,,11,7
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,10,Pierre GASLY,11,15,19,,,5,11
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,18,Lance STROLL,16,8,13,,,14,5
1225,FORMULA 1 HEINEKEN SILVER LAS VEGAS GRAND PRIX 2023,1,Max VERSTAPPEN,4,6,4,,,3,1
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,42,Frederik VESTI,12,,,,,,
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,14,Fernando ALONSO,,11,14,,,7,7
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,16,Charles LECLERC,,1,5,,,2,2
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,63,George RUSSELL,1,6,1,,,4,3
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,23,Alexander ALBON,,16,4,,,14,14
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,27,Nico HULKENBERG,,20,17,,,8,15
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,24,ZHOU Guanyu,,7,10,,,19,17
