meeting_key,race_name,driver_number,driver_name,practice_1,practice_2,practice_3,sprint_quali,sprint_race,qualifying,race
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,77,Valtteri BOTTAS,4,4,16,,,18,19
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,3,Daniel RICCIARDO,3,12,18,,,15,11
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,31,Esteban OCON,,14,7,,,12,12
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,20,Kevin MAGNUSSEN,19,17,19,,,17,20
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,55,Carlos SAINZ,7,19,20,,,16,18
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,39,Robert SHWARTZMAN,8,,,,,,
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,61,Jack DOOHAN,13,,,,,,
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,37,Isack HADJAR,17,,,,,,
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,4,Lando NORRIS,,2,2,,,5,5
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,36,Jake DENNIS,16,,,,,,
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,34,Felipe DRUGOVICH,2,,,,,,
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,2,Logan SARGEANT,11,18,8,,,20,16
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,81,Oscar PIASTRI,6,10,3,,,3,6
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,22,Yuki TSUNODA,10,15,9,,,6,8
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,11,Sergio PEREZ,,5,11,,,9,4
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,29,Patricio O'WARD,15,,,,,,
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,98,Theo POURCHAIRE,14,,,,,,
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,44,Lewis HAMILTON,,8,12,,,11,9
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,10,Pierre GASLY,9,9,13,,,10,13
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,50,Oliver BEARMAN,20,,,,,,
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,18,Lance STROLL,5,13,15,,,13,10
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,45,Zak O'SULLIVAN,18,,,,,,
1226,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2023,1,Max VERSTAPPEN,,3,6,,,1,1
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,14,Fernando ALONSO,5,2,2,,,6,9
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,16,Charles LECLERC,8,4,4,,,2,4
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,63,George RUSSELL,7,6,6,,,3,5
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,23,Alexander ALBON,13,14,15,,,13,15
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,27,Nico HULKENBERG,20,9,9,,,10,16
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,24,ZHOU Guanyu,15,15,16,,,17,11
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,77,Valtteri BOTTAS,10,16,17,,,16,19
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,3,Daniel RICCIARDO,1,11,11,,,14,13
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,31,Esteban OCON,17,20,18,,,19,17
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,20,Kevin MAGNUSSEN,19,19,14,,,15,12
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,55,Carlos SAINZ,11,1,1,,,4,3
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,4,Lando NORRIS,2,5,5,,,7,6
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,2,Logan SARGEANT,16,17,19,,,18,20
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,81,Oscar PIASTRI,3,7,7,,,8,8
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,22,Yuki TSUNODA,4,13,13,,,11,14
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,11,Sergio PEREZ,12,8,8,,,5,2
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,44,Lewis HAMILTON,9,12,12,,,9,7
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,10,Pierre GASLY,18,18,20,,,20,18
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,18,Lance STROLL,14,10,10,,,12,10
1229,FORMULA 1 GULF AIR BAHRAIN GRAND PRIX 2024,1,Max VERSTAPPEN,6,3,3,,,1,1
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,14,Fernando ALONSO,1,1,6,,,4,5
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,16,Charles LECLERC,4,4,2,,,2,3
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,63,George RUSSELL,2,2,4,,,7,6
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,38,Oliver BEARMAN,,,10,,,11,7
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,23,Alexander ALBON,13,14,17,,,12,11
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,27,Nico HULKENBERG,17,18,15,,,15,10
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,24,ZHOU Guanyu,12,13,19,,,20,18
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,77,Valtteri BOTTAS,18,20,18,,,16,17
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,3,Daniel RICCIARDO,19,19,16,,,14,16
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,31,Esteban OCON,14,15,14,,,17,13
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,20,Kevin MAGNUSSEN,16,17,11,,,13,12
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,55,Carlos SAINZ,7,7,,,,,
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,4,Lando NORRIS,10,12,5,,,6,8
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,2,Logan SARGEANT,15,16,20,,,19,15
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,81,Oscar PIASTRI,10,10,8,,,5,4
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,22,Yuki TSUNODA,9,11,13,,,9,14
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,11,Sergio PEREZ,5,5,3,,,3,2
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,44,Lewis HAMILTON,8,8,9,,,8,9
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,10,Pierre GASLY,9,9,12,,,18,20
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,18,Lance STROLL,6,6,7,,,10,19
1230,FORMULA 1 STC SAUDI ARABIAN GRAND PRIX 2024,1,Max VERSTAPPEN,3,3,1,,,1,1
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,14,Fernando ALONSO,5,5,6,,,10,6
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,16,Charles LECLERC,1,1,1,,,5,2
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,63,George RUSSELL,6,6,5,,,7,17
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,23,Alexander ALBON,20,20,13,,,12,11
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,27,Nico HULKENBERG,16,16,16,,,16,9
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,24,ZHOU Guanyu,11,11,14,,,19,15
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,77,Valtteri BOTTAS,14,14,12,,,13,14
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,3,Daniel RICCIARDO,12,12,18,,,18,12
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,31,Esteban OCON,17,17,15,,,15,16
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,20,Kevin MAGNUSSEN,19,19,17,,,14,10
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,55,Carlos SAINZ,3,3,3,,,2,1
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,4,Lando NORRIS,9,9,10,,,4,3
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,2,Logan SARGEANT,13,13,,,,,
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,81,Oscar PIASTRI,7,7,8,,,6,4
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,22,Yuki TSUNODA,10,10,11,,,8,8
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,11,Sergio PEREZ,8,8,7,,,3,5
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,44,Lewis HAMILTON,18,18,4,,,11,18
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,10,Pierre GASLY,15,15,19,,,17,13
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,18,Lance STROLL,4,4,9,,,9,7
1231,FORMULA 1 ROLEX AUSTRALIAN GRAND PRIX 2024,1,Max VERSTAPPEN,2,2,2,,,1,19
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,14,Fernando ALONSO,7,18,5,,,5,6
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,16,Charles LECLERC,6,3,10,,,8,4
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,63,George RUSSELL,4,20,3,,,9,7
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,23,Alexander ALBON,12,12,11,,,14,20
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,27,Nico HULKENBERG,13,13,16,,,12,11
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,24,ZHOU Guanyu,18,10,15,,,20,18
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,77,Valtteri BOTTAS,14,11,12,,,13,14
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,3,Daniel RICCIARDO,,5,13,,,11,19
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,40,Ayumu IWASA,16,,,,,,
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,31,Esteban OCON,11,8,14,,,15,15
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,20,Kevin MAGNUSSEN,19,9,20,,,18,13
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,55,Carlos SAINZ,3,7,7,,,4,3
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,4,Lando NORRIS,10,6,6,,,3,5
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,2,Logan SARGEANT,20,15,19,,,19,17
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,81,Oscar PIASTRI,8,1,8,,,6,8
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,22,Yuki TSUNODA,9,4,9,,,10,10
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,11,Sergio PEREZ,2,17,2,,,2,2
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,44,Lewis HAMILTON,5,2,4,,,7,9
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,10,Pierre GASLY,17,16,17,,,17,16
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,18,Lance STROLL,15,19,18,,,16,12
1232,FORMULA 1 MSC CRUISES JAPANESE GRAND PRIX 2024,1,Max VERSTAPPEN,1,14,1,,,1,1
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,14,Fernando ALONSO,19,,,,20,3,7
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,16,Charles LECLERC,13,,,,4,6,4
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,63,George RUSSELL,17,,,,8,8,6
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,23,Alexander ALBON,8,,,,17,14,12
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,27,Nico HULKENBERG,5,,,,19,9,10
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,24,ZHOU Guanyu,11,,,,9,16,14
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,77,Valtteri BOTTAS,10,,,,12,10,20
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,3,Daniel RICCIARDO,9,,,,11,12,18
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,31,Esteban OCON,7,,,,13,13,11
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,20,Kevin MAGNUSSEN,6,,,,10,17,16
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,55,Carlos SAINZ,14,,,,5,7,5
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,4,Lando NORRIS,16,,,,6,4,2
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,2,Logan SARGEANT,15,,,,18,20,17
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,81,Oscar PIASTRI,2,,,,7,5,8
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,22,Yuki TSUNODA,12,,,,16,19,19
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,11,Sergio PEREZ,4,,,,3,2,3
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,44,Lewis HAMILTON,18,,,,2,18,9
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,10,Pierre GASLY,20,,,,15,15,13
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,18,Lance STROLL,1,,,,14,11,15
1233,FORMULA 1 LENOVO CHINESE GRAND PRIX 2024,1,Max VERSTAPPEN,3,,,,1,1,1
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,14,Fernando ALONSO,19,,,,17,15,9
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,16,Charles LECLERC,20,,,,2,2,3
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,63,George RUSSELL,4,,,,12,7,8
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,23,Alexander ALBON,14,,,,13,14,19
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,27,Nico HULKENBERG,13,,,,7,9,11
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,24,ZHOU Guanyu,15,,,,11,20,14
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,77,Valtteri BOTTAS,17,,,,14,16,16
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,3,Daniel RICCIARDO,11,,,,4,18,15
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,31,Esteban OCON,9,,,,15,13,10
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,20,Kevin MAGNUSSEN,12,,,,18,19,18
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,55,Carlos SAINZ,3,,,,5,3,4
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,4,Lando NORRIS,16,,,,20,5,1
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,2,Logan SARGEANT,18,,,,10,17,20
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,81,Oscar PIASTRI,2,,,,6,6,13
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,22,Yuki TSUNODA,8,,,,8,10,7
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,11,Sergio PEREZ,6,,,,3,4,5
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,44,Lewis HAMILTON,7,,,,16,8,6
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,10,Pierre GASLY,10,,,,9,12,12
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,18,Lance STROLL,5,,,,19,11,17
1234,FORMULA 1 CRYPTO.COM MIAMI GRAND PRIX 2024,1,Max VERSTAPPEN,1,,,,1,1,2
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,14,Fernando ALONSO,10,10,18,,,19,19
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,16,Charles LECLERC,1,1,4,,,4,3
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,63,George RUSSELL,2,5,5,,,6,7
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,23,Alexander ALBON,19,18,7,,,14,20
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,27,Nico HULKENBERG,20,9,10,,,10,11
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,24,ZHOU Guanyu,17,19,20,,,17,15
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,77,Valtteri BOTTAS,16,16,14,,,16,18
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,3,Daniel RICCIARDO,13,11,11,,,9,13
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,31,Esteban OCON,14,14,8,,,12,14
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,20,Kevin MAGNUSSEN,,17,16,,,18,12
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,55,Carlos SAINZ,3,6,3,,,5,5
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,4,Lando NORRIS,8,12,2,,,3,2
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,2,Logan SARGEANT,18,20,15,,,20,17
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,81,Oscar PIASTRI,9,2,1,,,2,4
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,22,Yuki TSUNODA,6,3,13,,,7,10
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,11,Sergio PEREZ,4,8,12,,,11,8
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,44,Lewis HAMILTON,7,4,17,,,8,6
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,10,Pierre GASLY,11,15,19,,,15,16
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,50,Oliver BEARMAN,15,,,,,,
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,18,Lance STROLL,12,13,9,,,13,9
1235,FORMULA 1 MSC CRUISES GRAN PREMIO DEL MADE IN ITALY E DELL'EMILIA-ROMAGNA 2024,1,Max VERSTAPPEN,5,7,6,,,1,1
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,14,Fernando ALONSO,6,3,10,,,16,11
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,16,Charles LECLERC,5,1,1,,,1,1
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,63,George RUSSELL,3,10,6,,,5,5
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,23,Alexander ALBON,15,9,12,,,9,9
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,27,Nico HULKENBERG,16,15,13,,,12,19
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,24,ZHOU Guanyu,19,20,19,,,20,16
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,77,Valtteri BOTTAS,13,19,20,,,19,13
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,3,Daniel RICCIARDO,9,16,18,,,13,12
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,31,Esteban OCON,18,14,16,,,11,17
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,20,Kevin MAGNUSSEN,14,13,14,,,15,20
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,55,Carlos SAINZ,10,6,7,,,3,3
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,4,Lando NORRIS,4,5,8,,,4,4
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,2,Logan SARGEANT,17,18,17,,,17,15
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,81,Oscar PIASTRI,2,12,4,,,2,2
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,22,Yuki TSUNODA,8,11,9,,,8,8
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,11,Sergio PEREZ,12,8,5,,,18,18
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,44,Lewis HAMILTON,1,2,3,,,7,7
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,10,Pierre GASLY,20,17,11,,,10,10
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,18,Lance STROLL,7,7,15,,,14,14
1236,FORMULA 1 GRAND PRIX DE MONACO 2024,1,Max VERSTAPPEN,11,4,2,,,6,6
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,14,Fernando ALONSO,15,1,8,,,6,6
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,16,Charles LECLERC,3,4,10,,,11,19
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,63,George RUSSELL,10,2,3,,,1,3
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,23,Alexander ALBON,20,9,18,,,10,17
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,27,Nico HULKENBERG,14,15,17,,,19,11
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,24,ZHOU Guanyu,18,17,20,,,20,15
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,77,Valtteri BOTTAS,8,14,13,,,17,13
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,3,Daniel RICCIARDO,11,5,6,,,5,8
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,31,Esteban OCON,,11,19,,,18,10
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,20,Kevin MAGNUSSEN,13,6,11,,,14,12
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,55,Carlos SAINZ,2,13,12,,,12,16
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,61,Jack DOOHAN,19,,,,,,
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,4,Lando NORRIS,1,20,7,,,3,2
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,2,Logan SARGEANT,16,12,14,,,13,20
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,81,Oscar PIASTRI,6,16,5,,,4,5
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,22,Yuki TSUNODA,12,8,15,,,8,14
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,11,Sergio PEREZ,9,10,9,,,16,18
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,44,Lewis HAMILTON,4,7,1,,,7,4
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,10,Pierre GASLY,7,19,16,,,15,9
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,18,Lance STROLL,17,3,4,,,9,7
1237,FORMULA 1 AWS GRAND PRIX DU CANADA 2024,1,Max VERSTAPPEN,5,18,2,,,2,1
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,14,Fernando ALONSO,9,14,9,,,11,12
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,16,Charles LECLERC,11,6,3,,,5,5
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,63,George RUSSELL,4,8,5,,,4,4
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,23,Alexander ALBON,10,19,8,,,19,18
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,27,Nico HULKENBERG,,12,13,,,13,11
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,24,ZHOU Guanyu,16,17,19,,,15,13
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,77,Valtteri BOTTAS,12,10,14,,,12,16
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,3,Daniel RICCIARDO,15,16,16,,,18,15
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,31,Esteban OCON,8,9,11,,,9,10
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,20,Kevin MAGNUSSEN,17,11,15,,,16,17
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,55,Carlos SAINZ,3,2,1,,,6,6
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,4,Lando NORRIS,1,3,2,,,1,2
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,2,Logan SARGEANT,18,20,20,,,20,20
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,81,Oscar PIASTRI,6,7,10,,,10,7
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,22,Yuki TSUNODA,20,15,18,,,17,19
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,11,Sergio PEREZ,5,13,7,,,8,8
1238,FORMULA 1 ARAMCO GRAN PREMIO DE ESPAÑA 2024,44,Lewis HAMILTON,7,1,6,,,3,3
