,raceId,driverId,constructorId,grid,position,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed
360,19,sainz,ferrari,3,2,18,56,+8.562,5718201,42,5,1:37.763,203.009
361,19,max_verstappen,red_bull,2,3,15,56,+19.412,5729051,42,9,1:38.117,202.276
362,19,norris,mclaren,1,4,12,56,+20.354,5729993,55,4,1:37.679,203.183
363,19,piastri,mclaren,5,5,10,56,+21.921,5731560,42,7,1:37.883,202.760
364,19,russell,mercedes,20,6,8,56,+56.295,5765934,42,3,1:37.656,203.231
365,19,perez,red_bull,9,7,6,56,+59.072,5768711,45,13,1:38.514,201.461
366,19,hulkenberg,haas,11,8,4,56,+1:02.957,5772596,51,12,1:38.404,201.686
367,19,lawson,rb,19,9,2,56,+1:10.563,5780202,54,8,1:38.091,202.330
368,19,colapinto,williams,15,10,1,56,+1:11.979,5781618,46,2,1:37.611,203.325
369,19,kevin_magnussen,haas,8,11,0,56,+1:19.782,5789421,56,10,1:38.210,202.085
370,19,gasly,alpine,6,12,0,56,+1:30.558,5800197,55,11,1:38.311,201.877
371,19,alonso,aston_martin,7,13,0,55,,,52,17,1:39.261,199.945
372,19,tsunoda,rb,10,14,0,55,,,54,15,1:39.193,200.082
373,19,stroll,aston_martin,13,15,0,55,,,54,16,1:39.214,200.040
374,19,albon,williams,14,16,0,55,,,54,14,1:39.084,200.302
375,19,bottas,sauber,16,17,0,55,,,53,19,1:40.575,197.333
376,19,ocon,alpine,12,18,0,55,,,53,1,1:37.330,203.912
377,19,zhou,sauber,18,19,0,55,,,53,18,1:39.272,199.923
378,19,hamilton,mercedes,17,20,0,1,,,,,,
379,20,sainz,ferrari,1,1,25,71,1:40:55.800,6055800,62,7,1:20.137,193.348
380,20,norris,mclaren,3,2,18,71,+4.705,6060505,68,4,1:19.691,194.430
381,20,leclerc,ferrari,4,3,16,71,+34.387,6090187,71,1,1:18.336,197.794
382,20,hamilton,mercedes,6,4,12,71,+44.780,6100580,31,8,1:20.371,192.785
383,20,russell,mercedes,5,5,10,71,+48.536,6104336,63,11,1:20.731,191.926
384,20,max_verstappen,red_bull,2,6,8,71,+59.558,6115358,53,13,1:20.872,191.591
385,20,kevin_magnussen,haas,7,7,6,71,+1:03.642,6119442,61,9,1:20.637,192.150
386,20,piastri,mclaren,17,8,4,71,+1:04.928,6120728,65,5,1:20.064,193.525
387,20,hulkenberg,haas,10,9,2,70,,,69,12,1:20.748,191.885
388,20,gasly,alpine,8,10,1,70,,,67,15,1:21.274,190.643
389,20,stroll,aston_martin,14,11,0,70,,,55,16,1:21.311,190.557
390,20,colapinto,williams,16,12,0,70,,,50,6,1:20.090,193.462
391,20,ocon,alpine,0,13,0,70,,,70,10,1:20.659,192.097
392,20,bottas,sauber,15,14,0,70,,,57,14,1:21.085,191.088
393,20,zhou,sauber,19,15,0,70,,,56,17,1:21.553,189.991
394,20,lawson,rb,12,16,0,70,,,67,3,1:19.502,194.893
395,20,perez,red_bull,18,17,0,70,,,70,2,1:19.209,195.614
396,20,alonso,aston_martin,13,18,0,15,,,7,18,1:22.722,187.306
397,20,albon,williams,9,19,0,0,,,,,,
398,20,tsunoda,rb,11,20,0,0,,,,,,
